id,name,active,create_date,IMEI,DID,MDR1,MDS1,MDT1,MDR2,MDS2,MDT2,MDR3,MDS3,MDT3,MDR4,MDS4,MDT4,CHAN
1989,Record_1989,True,2023-12-24 00:40:41,067307335700738,00000M5,21.01,0,3,50.65,0,3,6.8,0,1,3.36,0,1,2
1990,Record_1990,True,2023-12-23 23:40:41,722564698146319,00000M5,24.38,0,2,57.51,0,1,7.61,0,3,3.8,0,1,2
1991,Record_1991,True,2023-12-23 22:40:41,548741721314978,00000M5,21.06,0,3,56.8,0,1,7.21,0,3,3.5,0,2,2
1992,Record_1992,True,2023-12-23 21:40:41,987492707734615,00000M5,26.81,0,3,68.91,0,2,6.31,0,3,3.28,0,3,2
1993,Record_1993,True,2023-12-23 20:40:41,818243484444886,00000M5,24.49,0,1,59.29,0,3,6.62,0,2,3.79,0,1,2
1994,Record_1994,True,2023-12-23 19:40:41,188768689267557,00000M5,25.13,0,3,51.72,0,2,6.86,0,1,3.5,0,2,2
1995,Record_1995,True,2023-12-23 18:40:41,126062709418876,00000M5,22.73,0,1,60.72,0,1,6.77,0,1,3.94,0,3,2
1996,Record_1996,True,2023-12-23 17:40:41,796466602993389,00000M5,20.98,0,2,65.61,0,2,6.01,0,3,3.66,0,3,2
1997,Record_1997,True,2023-12-23 16:40:41,637221720707969,00000M5,31.54,0,1,60.31,0,1,7.88,0,2,3.29,0,3,2
1998,Record_1998,True,2023-12-23 15:40:41,736599347938102,00000M5,20.43,0,1,66.57,0,1,7.33,0,2,3.45,0,2,2
1999,Record_1999,True,2023-12-23 14:40:41,237181393101825,00000M5,26.24,0,1,62.36,0,1,6.23,0,3,3.82,0,2,2
2000,Record_2000,True,2023-12-23 13:40:41,294156345400651,00000M5,22.91,0,2,63.03,0,1,6.56,0,2,3.07,0,1,2
2001,Record_2001,True,2023-12-23 12:40:41,194690186132169,00000M5,27.8,0,2,65.28,0,3,6.49,0,3,3.79,0,1,2
2002,Record_2002,True,2023-12-23 11:40:41,311163337771402,00000M5,21.14,0,1,60.05,0,3,6.02,0,2,3.63,0,3,2
2003,Record_2003,True,2023-12-23 10:40:41,410256468789062,00000M5,21.43,0,1,51.87,0,1,7.34,0,2,3.96,0,1,2
2004,Record_2004,True,2023-12-23 09:40:41,541349659003626,00000M5,24.82,0,2,62.92,0,1,6.88,0,3,3.51,0,2,2
2005,Record_2005,True,2023-12-23 08:40:41,983596346235094,00000M5,32.68,0,1,59.05,0,1,7.12,0,3,3.21,0,2,2
2006,Record_2006,True,2023-12-23 07:40:41,830359995201169,00000M5,23.44,0,1,64.84,0,1,7.28,0,3,3.48,0,3,2
2007,Record_2007,True,2023-12-23 06:40:41,157295185949073,00000M5,33.0,0,3,67.3,0,1,6.04,0,1,3.14,0,2,2
2008,Record_2008,True,2023-12-23 05:40:41,240564508422720,00000M5,28.26,0,1,58.48,0,2,7.48,0,3,3.77,0,2,2
2009,Record_2009,True,2023-12-23 04:40:41,157223753755798,00000M5,21.6,0,3,58.35,0,1,7.26,0,2,3.39,0,1,2
2010,Record_2010,True,2023-12-23 03:40:41,994133784742216,00000M5,32.23,0,3,65.28,0,1,6.96,0,1,3.2,0,1,2
2011,Record_2011,True,2023-12-23 02:40:41,853688371651982,00000M5,27.29,0,3,62.38,0,1,6.84,0,2,3.05,0,1,2
2012,Record_2012,True,2023-12-23 01:40:41,348800780175935,00000M5,33.24,0,2,53.6,0,1,6.27,0,1,3.53,0,3,2
2013,Record_2013,True,2023-12-23 00:40:41,778603501472449,00000M5,31.45,0,3,64.97,0,3,7.0,0,1,3.86,0,3,2
2014,Record_2014,True,2023-12-22 23:40:41,308485611617553,00000M5,27.44,0,2,59.74,0,1,7.62,0,1,3.49,0,1,2
2015,Record_2015,True,2023-12-22 22:40:41,059760498382188,00000M5,27.72,0,3,57.81,0,2,7.25,0,1,3.54,0,1,2
2016,Record_2016,True,2023-12-22 21:40:41,701762824995844,00000M5,26.62,0,1,50.21,0,3,7.16,0,2,3.59,0,1,2
2017,Record_2017,True,2023-12-22 20:40:41,575249668443440,00000M5,31.11,0,1,53.58,0,2,6.52,0,3,3.72,0,3,2
2018,Record_2018,True,2023-12-22 19:40:41,584084252293927,00000M5,22.81,0,3,64.53,0,3,6.71,0,3,3.88,0,2,2
2019,Record_2019,True,2023-12-22 18:40:41,320897786046208,00000M5,27.62,0,2,68.35,0,1,6.01,0,2,3.74,0,1,2
2020,Record_2020,True,2023-12-22 17:40:41,672037737369123,00000M5,29.24,0,3,56.92,0,2,6.99,0,3,3.1,0,1,2
2021,Record_2021,True,2023-12-22 16:40:41,464291098862984,00000M5,29.54,0,3,56.72,0,1,7.84,0,1,3.14,0,1,2
2022,Record_2022,True,2023-12-22 15:40:41,126182767383031,00000M5,33.99,0,1,57.2,0,1,6.15,0,3,3.34,0,3,2
2023,Record_2023,True,2023-12-22 14:40:41,424209256574627,00000M5,34.65,0,3,64.69,0,3,6.85,0,2,3.37,0,2,2
2024,Record_2024,True,2023-12-22 13:40:41,317500332374392,00000M5,22.77,0,2,55.88,0,2,7.01,0,3,3.56,0,2,2
2025,Record_2025,True,2023-12-22 12:40:41,602701383448425,00000M5,29.7,0,2,55.28,0,1,7.58,0,1,3.17,0,2,2
2026,Record_2026,True,2023-12-22 11:40:41,831683447816636,00000M5,31.71,0,2,53.26,0,3,7.55,0,3,3.79,0,3,2
2027,Record_2027,True,2023-12-22 10:40:41,536683091051699,00000M5,30.27,0,3,50.38,0,1,6.59,0,3,3.45,0,3,2
2028,Record_2028,True,2023-12-22 09:40:41,628198451579520,00000M5,22.47,0,3,56.74,0,1,7.26,0,2,3.31,0,3,2
2029,Record_2029,True,2023-12-22 08:40:41,497625987732863,00000M5,22.64,0,2,64.14,0,1,7.59,0,1,3.41,0,3,2
2030,Record_2030,True,2023-12-22 07:40:41,323827629272667,00000M5,23.47,0,2,61.34,0,3,6.75,0,1,3.87,0,3,2
2031,Record_2031,True,2023-12-22 06:40:41,519345542497467,00000M5,30.8,0,3,69.05,0,2,7.74,0,3,3.26,0,1,2
2032,Record_2032,True,2023-12-22 05:40:41,350138649659507,00000M5,33.18,0,3,52.36,0,2,6.68,0,1,3.11,0,3,2
2033,Record_2033,True,2023-12-22 04:40:41,506687936282694,00000M5,32.38,0,2,58.55,0,3,6.98,0,2,3.25,0,1,2
2034,Record_2034,True,2023-12-22 03:40:41,129607730917465,00000M5,21.16,0,3,61.4,0,1,6.54,0,2,3.31,0,2,2
2035,Record_2035,True,2023-12-22 02:40:41,364149893132866,00000M5,34.12,0,1,67.72,0,3,7.1,0,1,3.19,0,1,2
2036,Record_2036,True,2023-12-22 01:40:41,986793178605955,00000M5,20.64,0,3,66.49,0,1,7.77,0,3,3.05,0,3,2
2037,Record_2037,True,2023-12-22 00:40:41,934486195458796,00000M5,24.83,0,3,54.71,0,3,6.08,0,2,3.11,0,3,2
2038,Record_2038,True,2023-12-21 23:40:41,648854799459513,00000M5,29.39,0,3,63.71,0,1,6.54,0,2,3.67,0,2,2
2039,Record_2039,True,2023-12-21 22:40:41,720718215312798,00000M5,34.76,0,1,69.76,0,2,7.67,0,1,3.92,0,3,2
2040,Record_2040,True,2023-12-21 21:40:41,154114480623461,00000M5,32.44,0,3,66.08,0,2,7.01,0,3,3.2,0,1,2
2041,Record_2041,True,2023-12-21 20:40:41,805131078624328,00000M5,23.38,0,3,65.68,0,3,6.86,0,1,3.07,0,3,2
2042,Record_2042,True,2023-12-21 19:40:41,486420937486056,00000M5,31.75,0,3,51.19,0,1,6.47,0,1,3.16,0,3,2
2043,Record_2043,True,2023-12-21 18:40:41,533424849494781,00000M5,22.44,0,3,51.75,0,1,6.12,0,3,3.65,0,1,2
2044,Record_2044,True,2023-12-21 17:40:41,164631179393649,00000M5,21.07,0,2,57.35,0,2,7.89,0,2,3.28,0,1,2
2045,Record_2045,True,2023-12-21 16:40:41,359278174229055,00000M5,26.43,0,2,64.59,0,2,7.44,0,3,3.39,0,3,2
2046,Record_2046,True,2023-12-21 15:40:41,516476630355652,00000M5,24.56,0,2,68.79,0,3,6.75,0,1,3.57,0,2,2
2047,Record_2047,True,2023-12-21 14:40:41,562363104877728,00000M5,25.32,0,3,65.25,0,3,7.8,0,1,3.2,0,1,2
2048,Record_2048,True,2023-12-21 13:40:41,233845760068127,00000M5,26.03,0,3,61.57,0,2,6.19,0,3,3.54,0,3,2
2049,Record_2049,True,2023-12-21 12:40:41,072939663082031,00000M5,23.05,0,3,57.25,0,3,6.46,0,1,3.4,0,3,2
2050,Record_2050,True,2023-12-21 11:40:41,458962401620062,00000M5,27.33,0,3,61.24,0,2,7.52,0,2,3.89,0,3,2
2051,Record_2051,True,2023-12-21 10:40:41,338888955069292,00000M5,27.22,0,2,57.83,0,3,7.31,0,1,3.53,0,2,2
2052,Record_2052,True,2023-12-21 09:40:41,294408813445491,00000M5,20.33,0,1,59.24,0,3,7.42,0,2,3.09,0,2,2
2053,Record_2053,True,2023-12-21 08:40:41,337611780395213,00000M5,34.94,0,3,61.21,0,3,7.01,0,1,3.63,0,2,2
2054,Record_2054,True,2023-12-21 07:40:41,558604639942760,00000M5,28.83,0,3,62.84,0,1,7.36,0,3,3.95,0,2,2
2055,Record_2055,True,2023-12-21 06:40:41,561469449061788,00000M5,31.23,0,1,55.84,0,3,6.56,0,3,3.56,0,1,2
2056,Record_2056,True,2023-12-21 05:40:41,486487727322016,00000M5,24.24,0,1,66.92,0,3,7.56,0,1,3.85,0,2,2
2057,Record_2057,True,2023-12-21 04:40:41,432971213628278,00000M5,33.16,0,1,60.21,0,1,6.02,0,2,3.29,0,1,2
2058,Record_2058,True,2023-12-21 03:40:41,643548962662727,00000M5,30.45,0,2,66.88,0,2,7.59,0,2,3.79,0,3,2
2059,Record_2059,True,2023-12-21 02:40:41,603832439892426,00000M5,21.83,0,1,61.58,0,2,6.64,0,3,3.82,0,2,2
2060,Record_2060,True,2023-12-21 01:40:41,721259565720480,00000M5,30.04,0,2,67.26,0,3,6.65,0,2,3.51,0,1,2
2061,Record_2061,True,2023-12-21 00:40:41,139020037503859,00000M5,33.16,0,3,53.1,0,2,7.5,0,2,3.48,0,2,2
2062,Record_2062,True,2023-12-20 23:40:41,539891933872805,00000M5,27.77,0,1,69.62,0,3,7.63,0,3,3.65,0,1,2
2063,Record_2063,True,2023-12-20 22:40:41,389080311579807,00000M5,27.64,0,3,69.41,0,2,6.52,0,3,3.6,0,1,2
2064,Record_2064,True,2023-12-20 21:40:41,088811679530369,00000M5,30.47,0,1,69.24,0,2,6.94,0,1,3.64,0,2,2
2065,Record_2065,True,2023-12-20 20:40:41,706342254859097,00000M5,23.37,0,3,57.56,0,2,7.07,0,3,3.41,0,1,2
2066,Record_2066,True,2023-12-20 19:40:41,989011220074069,00000M5,23.61,0,1,68.49,0,1,6.84,0,2,3.45,0,2,2
2067,Record_2067,True,2023-12-20 18:40:41,298094387983174,00000M5,26.08,0,2,56.47,0,1,6.02,0,1,3.13,0,3,2
2068,Record_2068,True,2023-12-20 17:40:41,060279939764089,00000M5,32.03,0,1,57.02,0,1,7.6,0,2,3.03,0,1,2
2069,Record_2069,True,2023-12-20 16:40:41,805501416328427,00000M5,31.48,0,2,61.31,0,3,7.01,0,2,3.75,0,2,2
2070,Record_2070,True,2023-12-20 15:40:41,373512388368165,00000M5,27.66,0,1,66.67,0,1,7.05,0,3,3.43,0,3,2
2071,Record_2071,True,2023-12-20 14:40:41,601442160443868,00000M5,29.92,0,3,55.07,0,3,6.52,0,2,3.94,0,2,2
2072,Record_2072,True,2023-12-20 13:40:41,337696844599931,00000M5,22.51,0,2,59.33,0,2,7.79,0,2,3.92,0,3,2
2073,Record_2073,True,2023-12-20 12:40:41,633847378589486,00000M5,32.99,0,3,62.83,0,1,6.36,0,3,3.55,0,2,2
2074,Record_2074,True,2023-12-20 11:40:41,009664734022400,00000M5,23.63,0,3,53.98,0,3,6.9,0,2,3.01,0,1,2
2075,Record_2075,True,2023-12-20 10:40:41,311197931582751,00000M5,21.51,0,2,66.92,0,2,7.66,0,2,3.75,0,1,2
2076,Record_2076,True,2023-12-20 09:40:41,228207544182212,00000M5,25.32,0,3,69.92,0,2,6.28,0,1,3.0,0,1,2
2077,Record_2077,True,2023-12-20 08:40:41,586875562877182,00000M5,27.28,0,3,56.3,0,1,6.15,0,3,3.78,0,2,2
2078,Record_2078,True,2023-12-20 07:40:41,266420694422954,00000M5,28.34,0,1,50.16,0,1,7.31,0,1,3.82,0,1,2
2079,Record_2079,True,2023-12-20 06:40:41,978330533401253,00000M5,28.79,0,3,66.97,0,3,6.16,0,2,3.03,0,2,2
2080,Record_2080,True,2023-12-20 05:40:41,967761970073135,00000M5,26.56,0,1,56.38,0,1,6.06,0,1,3.88,0,3,2
2081,Record_2081,True,2023-12-20 04:40:41,804148886716174,00000M5,26.22,0,2,52.77,0,1,6.81,0,2,3.17,0,1,2
2082,Record_2082,True,2023-12-20 03:40:41,126453535831086,00000M5,23.91,0,2,61.71,0,3,6.11,0,2,3.54,0,2,2
2083,Record_2083,True,2023-12-20 02:40:41,368541561331846,00000M5,34.26,0,1,54.89,0,2,7.24,0,2,3.59,0,2,2
2084,Record_2084,True,2023-12-20 01:40:41,278654926465096,00000M5,20.83,0,2,51.99,0,1,7.62,0,2,3.37,0,2,2
2085,Record_2085,True,2023-12-20 00:40:41,225385805281797,00000M5,21.72,0,3,65.18,0,1,7.39,0,3,3.82,0,3,2
2086,Record_2086,True,2023-12-19 23:40:41,472086478159851,00000M5,24.68,0,2,67.57,0,3,6.6,0,3,3.25,0,1,2
2087,Record_2087,True,2023-12-19 22:40:41,765857370381099,00000M5,33.23,0,3,58.17,0,3,7.57,0,1,3.04,0,3,2
2088,Record_2088,True,2023-12-19 21:40:41,267992814136613,00000M5,33.45,0,2,52.23,0,1,6.57,0,2,3.56,0,1,2
2089,Record_2089,True,2023-12-19 20:40:41,467218993219545,00000M5,31.62,0,2,50.18,0,2,6.82,0,3,3.98,0,2,2
2090,Record_2090,True,2023-12-19 19:40:41,512144618781747,00000M5,34.43,0,1,61.68,0,1,7.17,0,2,3.64,0,1,2
2091,Record_2091,True,2023-12-19 18:40:41,535036555047916,00000M5,24.55,0,1,51.39,0,3,7.83,0,1,3.42,0,2,2
2092,Record_2092,True,2023-12-19 17:40:41,348341226187924,00000M5,32.8,0,1,63.44,0,3,7.82,0,2,3.53,0,3,2
2093,Record_2093,True,2023-12-19 16:40:41,448328284665853,00000M5,32.93,0,2,60.63,0,2,7.66,0,1,3.74,0,2,2
2094,Record_2094,True,2023-12-19 15:40:41,567030981542761,00000M5,33.58,0,1,56.65,0,2,7.83,0,1,3.39,0,1,2
2095,Record_2095,True,2023-12-19 14:40:41,205480398140053,00000M5,21.19,0,1,55.59,0,2,7.58,0,3,3.29,0,2,2
2096,Record_2096,True,2023-12-19 13:40:41,119277139316403,00000M5,30.91,0,1,61.42,0,3,7.61,0,3,3.45,0,2,2
2097,Record_2097,True,2023-12-19 12:40:41,120921500246342,00000M5,33.85,0,1,66.1,0,2,7.83,0,2,3.19,0,3,2
2098,Record_2098,True,2023-12-19 11:40:41,814280297832214,00000M5,21.13,0,2,67.32,0,2,7.86,0,3,3.33,0,2,2
2099,Record_2099,True,2023-12-19 10:40:41,355522457621013,00000M5,23.81,0,1,63.07,0,3,6.56,0,1,3.55,0,2,2
2100,Record_2100,True,2023-12-19 09:40:41,292154276325381,00000M5,22.05,0,1,64.91,0,2,6.8,0,1,3.72,0,3,2
2101,Record_2101,True,2023-12-19 08:40:41,593714436491112,00000M5,21.31,0,1,50.98,0,1,7.29,0,3,3.14,0,1,2
2102,Record_2102,True,2023-12-19 07:40:41,937791203372570,00000M5,29.15,0,2,61.21,0,1,6.72,0,1,3.13,0,2,2
2103,Record_2103,True,2023-12-19 06:40:41,919092434708695,00000M5,24.02,0,2,60.73,0,1,7.32,0,3,3.78,0,1,2
2104,Record_2104,True,2023-12-19 05:40:41,182755235062433,00000M5,27.81,0,2,66.97,0,1,6.04,0,3,3.86,0,2,2
2105,Record_2105,True,2023-12-19 04:40:41,183448911495350,00000M5,33.35,0,2,52.06,0,1,6.94,0,3,3.56,0,3,2
2106,Record_2106,True,2023-12-19 03:40:41,326515153274705,00000M5,33.23,0,2,66.96,0,3,7.42,0,3,3.97,0,1,2
2107,Record_2107,True,2023-12-19 02:40:41,518509090853656,00000M5,34.38,0,3,64.4,0,1,7.59,0,3,3.99,0,3,2
2108,Record_2108,True,2023-12-19 01:40:41,144695323933016,00000M5,25.87,0,3,51.37,0,1,7.39,0,3,3.78,0,2,2
2109,Record_2109,True,2023-12-19 00:40:41,832570779544257,00000M5,26.83,0,1,63.14,0,3,6.03,0,1,3.57,0,3,2
2110,Record_2110,True,2023-12-18 23:40:41,448513449046668,00000M5,22.38,0,1,63.0,0,2,7.26,0,1,3.5,0,1,2
2111,Record_2111,True,2023-12-18 22:40:41,364820197099521,00000M5,34.16,0,3,63.34,0,3,6.58,0,1,3.94,0,3,2
2112,Record_2112,True,2023-12-18 21:40:41,364958737197148,00000M5,21.99,0,1,59.73,0,3,6.52,0,2,3.07,0,1,2
2113,Record_2113,True,2023-12-18 20:40:41,637531039609743,00000M5,28.78,0,3,67.01,0,3,7.25,0,1,3.43,0,1,2
2114,Record_2114,True,2023-12-18 19:40:41,360133333872177,00000M5,34.63,0,1,55.12,0,3,6.26,0,3,3.32,0,3,2
2115,Record_2115,True,2023-12-18 18:40:41,923695633892865,00000M5,34.86,0,2,56.11,0,1,6.33,0,3,3.44,0,1,2
2116,Record_2116,True,2023-12-18 17:40:41,551553023699511,00000M5,23.88,0,3,64.41,0,1,7.99,0,2,3.15,0,2,2
2117,Record_2117,True,2023-12-18 16:40:41,034792229612364,00000M5,32.79,0,1,50.88,0,1,6.77,0,1,3.6,0,3,2
2118,Record_2118,True,2023-12-18 15:40:41,651384746751618,00000M5,30.51,0,1,64.13,0,3,7.4,0,2,3.74,0,2,2
2119,Record_2119,True,2023-12-18 14:40:41,217469163543329,00000M5,32.45,0,1,53.75,0,2,7.66,0,3,3.16,0,1,2
2120,Record_2120,True,2023-12-18 13:40:41,439385742213780,00000M5,20.92,0,3,67.83,0,2,7.64,0,3,3.32,0,1,2
2121,Record_2121,True,2023-12-18 12:40:41,075222868429019,00000M5,22.32,0,2,69.94,0,3,7.53,0,1,3.56,0,2,2
2122,Record_2122,True,2023-12-18 11:40:41,701227856244048,00000M5,27.18,0,1,58.56,0,2,7.66,0,3,3.24,0,2,2
2123,Record_2123,True,2023-12-18 10:40:41,649383025969834,00000M5,27.32,0,1,53.09,0,1,6.57,0,1,3.06,0,2,2
2124,Record_2124,True,2023-12-18 09:40:41,682216599304595,00000M5,24.61,0,3,57.0,0,2,7.56,0,2,3.34,0,2,2
2125,Record_2125,True,2023-12-18 08:40:41,568846618125335,00000M5,24.61,0,2,67.3,0,1,6.31,0,1,3.52,0,2,2
2126,Record_2126,True,2023-12-18 07:40:41,805363899830951,00000M5,29.03,0,1,57.2,0,3,7.77,0,3,3.44,0,3,2
2127,Record_2127,True,2023-12-18 06:40:41,473932771450692,00000M5,34.57,0,1,52.24,0,1,7.01,0,1,3.89,0,3,2
2128,Record_2128,True,2023-12-18 05:40:41,565664429213049,00000M5,31.93,0,3,60.13,0,3,6.58,0,3,3.76,0,3,2
2129,Record_2129,True,2023-12-18 04:40:41,596934785576945,00000M5,22.36,0,2,53.31,0,3,7.11,0,3,3.97,0,1,2
2130,Record_2130,True,2023-12-18 03:40:41,593774698032645,00000M5,32.09,0,2,55.22,0,1,7.46,0,1,3.58,0,1,2
2131,Record_2131,True,2023-12-18 02:40:41,184094955728223,00000M5,22.7,0,1,59.75,0,3,6.85,0,3,3.99,0,1,2
2132,Record_2132,True,2023-12-18 01:40:41,392084133463431,00000M5,32.79,0,1,56.59,0,2,6.15,0,2,3.93,0,1,2
2133,Record_2133,True,2023-12-18 00:40:41,375812487949767,00000M5,25.03,0,1,63.94,0,3,7.95,0,2,3.93,0,2,2
2134,Record_2134,True,2023-12-17 23:40:41,995242162564216,00000M5,22.77,0,1,59.4,0,1,7.67,0,2,3.49,0,2,2
2135,Record_2135,True,2023-12-17 22:40:41,872797989102555,00000M5,28.32,0,3,64.24,0,1,6.19,0,2,3.53,0,3,2
2136,Record_2136,True,2023-12-17 21:40:41,140355057728533,00000M5,25.77,0,2,50.46,0,3,7.13,0,2,3.54,0,3,2
2137,Record_2137,True,2023-12-17 20:40:41,240277877828812,00000M5,21.95,0,2,53.0,0,1,7.99,0,1,3.7,0,2,2
2138,Record_2138,True,2023-12-17 19:40:41,756740652478091,00000M5,22.91,0,1,54.98,0,2,6.68,0,2,3.79,0,2,2
2139,Record_2139,True,2023-12-17 18:40:41,710891278150657,00000M5,25.95,0,3,64.47,0,3,7.21,0,1,3.74,0,2,2
2140,Record_2140,True,2023-12-17 17:40:41,253353860417978,00000M5,22.84,0,3,62.34,0,2,7.45,0,1,3.87,0,3,2
2141,Record_2141,True,2023-12-17 16:40:41,364739604266754,00000M5,27.97,0,3,52.6,0,2,6.14,0,2,3.61,0,1,2
2142,Record_2142,True,2023-12-17 15:40:41,132577892266012,00000M5,29.16,0,3,53.76,0,2,7.74,0,3,3.41,0,2,2
2143,Record_2143,True,2023-12-17 14:40:41,991285902516439,00000M5,23.08,0,1,52.5,0,2,7.59,0,2,3.77,0,2,2
2144,Record_2144,True,2023-12-17 13:40:41,107939541529410,00000M5,31.14,0,3,65.84,0,1,7.49,0,3,3.26,0,3,2
2145,Record_2145,True,2023-12-17 12:40:41,243733602660444,00000M5,34.35,0,3,66.2,0,2,6.28,0,1,3.12,0,2,2
2146,Record_2146,True,2023-12-17 11:40:41,363299327791610,00000M5,29.18,0,1,66.41,0,3,7.07,0,1,3.06,0,3,2
2147,Record_2147,True,2023-12-17 10:40:41,066402819693077,00000M5,25.26,0,1,51.38,0,1,6.7,0,1,3.47,0,3,2
2148,Record_2148,True,2023-12-17 09:40:41,208307384214333,00000M5,23.77,0,1,59.92,0,3,7.72,0,3,3.07,0,3,2
2149,Record_2149,True,2023-12-17 08:40:41,722277297643896,00000M5,34.48,0,2,61.09,0,2,6.65,0,1,3.3,0,3,2
2150,Record_2150,True,2023-12-17 07:40:41,284328459789533,00000M5,33.9,0,1,57.38,0,2,7.44,0,3,3.67,0,2,2
2151,Record_2151,True,2023-12-17 06:40:41,846864989800886,00000M5,28.15,0,2,61.57,0,2,7.07,0,2,3.04,0,2,2
2152,Record_2152,True,2023-12-17 05:40:41,606330399757097,00000M5,28.1,0,2,67.64,0,2,6.28,0,2,3.55,0,1,2
2153,Record_2153,True,2023-12-17 04:40:41,720264843201041,00000M5,21.44,0,3,54.42,0,1,7.21,0,1,3.27,0,1,2
2154,Record_2154,True,2023-12-17 03:40:41,757149912835239,00000M5,26.93,0,2,61.77,0,1,6.18,0,2,3.87,0,3,2
2155,Record_2155,True,2023-12-17 02:40:41,825320877097060,00000M5,25.3,0,1,66.24,0,3,7.56,0,3,3.8,0,1,2
2156,Record_2156,True,2023-12-17 01:40:41,515715487318122,00000M5,26.31,0,2,50.91,0,3,6.36,0,1,3.64,0,2,2
2157,Record_2157,True,2023-12-17 00:40:41,346887638476533,00000M5,33.68,0,3,63.9,0,2,6.26,0,1,3.75,0,2,2
2158,Record_2158,True,2023-12-16 23:40:41,640932669088872,00000M5,34.08,0,2,62.64,0,3,6.96,0,3,3.52,0,2,2
2159,Record_2159,True,2023-12-16 22:40:41,649009889104091,00000M5,28.7,0,2,53.09,0,3,7.19,0,3,3.93,0,2,2
2160,Record_2160,True,2023-12-16 21:40:41,108941299032306,00000M5,20.24,0,3,58.42,0,3,7.93,0,1,3.81,0,3,2
2161,Record_2161,True,2023-12-16 20:40:41,913944809961656,00000M5,31.39,0,2,58.51,0,3,6.88,0,3,3.56,0,3,2
2162,Record_2162,True,2023-12-16 19:40:41,432263004142834,00000M5,28.76,0,3,54.02,0,2,6.97,0,1,3.19,0,1,2
2163,Record_2163,True,2023-12-16 18:40:41,675265819085588,00000M5,33.38,0,3,52.13,0,3,6.27,0,2,3.14,0,3,2
2164,Record_2164,True,2023-12-16 17:40:41,456903815815027,00000M5,33.57,0,2,63.22,0,1,6.39,0,2,3.32,0,3,2
2165,Record_2165,True,2023-12-16 16:40:41,009548476551385,00000M5,32.24,0,1,61.6,0,1,7.48,0,3,3.22,0,1,2
2166,Record_2166,True,2023-12-16 15:40:41,675774271143117,00000M5,29.85,0,1,60.89,0,3,7.85,0,3,3.65,0,2,2
2167,Record_2167,True,2023-12-16 14:40:41,988343343196398,00000M5,23.21,0,3,56.29,0,2,6.73,0,3,3.79,0,3,2
2168,Record_2168,True,2023-12-16 13:40:41,133180322488899,00000M5,21.61,0,3,60.22,0,3,7.87,0,3,3.88,0,3,2
2169,Record_2169,True,2023-12-16 12:40:41,199598062264669,00000M5,20.71,0,2,52.25,0,3,6.24,0,1,3.13,0,3,2
2170,Record_2170,True,2023-12-16 11:40:41,204711695354003,00000M5,32.34,0,3,67.02,0,3,7.86,0,3,3.35,0,3,2
2171,Record_2171,True,2023-12-16 10:40:41,738207594225234,00000M5,21.14,0,1,55.86,0,3,7.98,0,1,3.06,0,2,2
2172,Record_2172,True,2023-12-16 09:40:41,419313220190916,00000M5,29.82,0,2,56.37,0,2,7.73,0,1,3.5,0,1,2
2173,Record_2173,True,2023-12-16 08:40:41,270036272815245,00000M5,23.47,0,3,52.31,0,3,7.67,0,1,3.69,0,2,2
2174,Record_2174,True,2023-12-16 07:40:41,943870364420365,00000M5,32.16,0,3,68.37,0,2,6.74,0,3,3.45,0,3,2
2175,Record_2175,True,2023-12-16 06:40:41,094702270237722,00000M5,20.33,0,1,50.66,0,1,7.47,0,1,3.21,0,3,2
2176,Record_2176,True,2023-12-16 05:40:41,658720523920327,00000M5,32.05,0,3,56.26,0,1,6.59,0,1,3.22,0,1,2
2177,Record_2177,True,2023-12-16 04:40:41,408346968186938,00000M5,21.22,0,1,66.22,0,1,6.94,0,1,3.17,0,2,2
2178,Record_2178,True,2023-12-16 03:40:41,271274231597255,00000M5,25.95,0,2,67.16,0,2,7.01,0,3,3.95,0,1,2
2179,Record_2179,True,2023-12-16 02:40:41,785548512777292,00000M5,27.94,0,2,69.21,0,2,6.63,0,3,3.85,0,2,2
2180,Record_2180,True,2023-12-16 01:40:41,699129869405552,00000M5,25.9,0,2,51.83,0,2,6.41,0,1,3.39,0,3,2
2181,Record_2181,True,2023-12-16 00:40:41,041133033938848,00000M5,21.12,0,3,57.36,0,3,7.95,0,1,3.55,0,3,2
2182,Record_2182,True,2023-12-15 23:40:41,418570757048245,00000M5,23.74,0,2,64.36,0,2,7.7,0,2,3.83,0,1,2
2183,Record_2183,True,2023-12-15 22:40:41,332319300059462,00000M5,27.42,0,3,58.08,0,3,6.62,0,1,3.79,0,3,2
2184,Record_2184,True,2023-12-15 21:40:41,201551610278722,00000M5,21.64,0,2,56.26,0,2,7.53,0,2,3.11,0,2,2
2185,Record_2185,True,2023-12-15 20:40:41,074089433757556,00000M5,31.42,0,1,68.5,0,3,6.77,0,1,3.81,0,1,2
2186,Record_2186,True,2023-12-15 19:40:41,680579371669087,00000M5,33.45,0,1,55.09,0,1,7.44,0,3,3.77,0,3,2
2187,Record_2187,True,2023-12-15 18:40:41,939410497582295,00000M5,21.92,0,1,52.14,0,1,6.8,0,2,3.67,0,3,2
2188,Record_2188,True,2023-12-15 17:40:41,418754013582556,00000M5,22.46,0,1,57.95,0,2,7.67,0,2,3.65,0,2,2
2189,Record_2189,True,2023-12-15 16:40:41,667693130798198,00000M5,31.01,0,3,59.3,0,2,7.58,0,3,3.96,0,3,2
